complaint,emotion
Dumping yard near the colony emits foul smell at night in Kochi.,frustration
Auto drivers overcharging at in our colony in Delhi.,frustration
"Respiratory issues increasing due to pollution in near the railway station, Mysuru.",frustration
Dairy products from restaurant in Lucknow had foul smell.,frustration
Public toilet in opposite the hospital is extremely unhygienic.,frustration
"Street lights on the main road in in our colony, Jaipur are not working; it's very dark at night.",frustration
"Garbage collection delayed for days in by the lake, Mumbai.",frustration
"Biscuit packet bought from tea stall in inside the hostel, Kochi contained insects.",frustration
"Water tanker skipped our street in near the market, causing shortage.",frustration
Harassment incidents reported on in the municipal ward road in Nagpur.,frustration
"No doctor available at local PHC in next to the metro station, Guwahati.",frustration
"Multiple theft incidents reported in beside the park, Visakhapatnam.",frustration
Hospital staff in Patna behaving rudely toward patients.,frustration
Food served in the college mess in Nagpur tasted rotten and caused stomach upset.,frustration
"Ambulance delays causing panic in in our colony, Pune.",frustration
"Biscuit packet bought from ration shop in in the municipal ward, Mangalore contained insects.",frustration
"Kitchen waste attracting stray animals in inside the hostel, Kolkata.",frustration
"No doctor available at local PHC in beside the park, Coimbatore.",frustration
There is no doctor available during the night shift at the clinic.,frustration
"No doctor available at local PHC in beside the park, Hyderabad.",frustration
"Water tanker skipped our street in near the temple, causing shortage.",frustration
Hospital staff in Thiruvananthapuram behaving rudely toward patients.,frustration
Hospital staff in Thiruvananthapuram behaving rudely toward patients.,frustration
"Borewell dried up; families in near the market, Mumbai are struggling.",frustration
Harassment incidents reported on in our colony road in Mysuru.,frustration
"Ambulance delays causing panic in in our colony, Mumbai.",frustration
"Illegal parking blocking emergency access at behind the apartment, Indore.",frustration
"Garbage collection delayed for days in near the temple, Indore.",frustration
"No doctor available at local PHC in behind the apartment, Mysuru.",frustration
"Low water pressure in the morning and evening in outside the school, Kolkata.",frustration
Harassment incidents reported on inside the hostel road in Chennai.,frustration
Hospital staff in Jaipur behaving rudely toward patients.,frustration
Milk from the canteen in Jaipur seemed adulterated.,frustration
"Multiple theft incidents reported in near the railway station, Madurai.",frustration
"A suspicious person was seen loitering near the school in in the municipal ward, Chennai.",frustration
"Vegetables sold at the local market in on the main road, Bengaluru appear rotten and overpriced.",frustration
"Multiple theft incidents reported in beside the park, Guwahati.",frustration
"Illegal parking at the hospital entrance in near the market, blocking ambulances.",frustration
Hospital staff in Kolkata behaving rudely toward patients.,frustration
"Water tanker skipped our street in next to the metro station, causing shortage.",frustration
"No doctor available at local PHC in opposite the hospital, Patna.",frustration
Tap water in on the main road of Vellore has been muddy and smells foul.,frustration
"Biscuit packet bought from street vendor in opposite the hospital, Chennai contained insects.",frustration
Harassment incidents reported on near the market road in Coimbatore.,frustration
"The food served at the tea stall in at the bus stop, Coimbatore was stale.",frustration
Milk from the bakery in Delhi seemed adulterated.,frustration
Hospital staff in Madurai behaving rudely toward patients.,frustration
"Garbage collection delayed for days in next to the metro station, Madurai.",frustration
Water pressure is extremely low even in the morning hours.,frustration
"The food served at the tea stall in at the bus stop, Patna was stale.",frustration
Water supply has been irregular for the past three days in our area.,frustration
"Garbage truck skipped collection for a week in in our colony, Bengaluru.",frustration
Water supply is cut off without notice; elderly people in near the market are affected.,frustration
"Multiple theft incidents reported in behind the apartment, Visakhapatnam.",frustration
Water supply is cut off without notice; elderly people in near the market are affected.,frustration
"No doctor available at local PHC in beside the park, Thiruvananthapuram.",frustration
"The food served at the fruit seller in behind the apartment, Madurai was stale.",frustration
Harassment incidents reported on beside the park road in Mumbai.,frustration
"Garbage collection delayed for days in behind the apartment, Kochi.",frustration
"Multiple theft incidents reported in in the municipal ward, Guwahati.",frustration
"Water tanker skipped our street in beside the park, causing shortage.",frustration
"Multiple theft incidents reported in in the municipal ward, Indore.",frustration
"Borewell dried up; families in near the market, Bengaluru are struggling.",frustration
"Kitchen waste attracting stray animals in near the market, Surat.",frustration
"Garbage collection delayed for days in behind the apartment, Delhi.",frustration
"Kitchen waste attracting stray animals in on the main road, Kolkata.",frustration
"Water tanker skipped our street in beside the park, causing shortage.",frustration
There have been frequent thefts reported near in the municipal ward in Patna.,frustration
"No doctor available at local PHC in in the municipal ward, Hyderabad.",frustration
"Illegal parking at the hospital entrance in at the bus stop, blocking ambulances.",frustration
"Illegal parking at the hospital entrance in at the bus stop, blocking ambulances.",frustration
"Borewell dried up; families in by the lake, Vellore are struggling.",frustration
"Garbage truck skipped collection for a week in outside the school, Nagpur.",frustration
The garbage collection truck hasn't come for three days.,frustration
"Biscuit packet bought from vegetable stall in in our colony, Thiruvananthapuram contained insects.",frustration
"Garbage collection delayed for days in inside the hostel, Patna.",frustration
"Garbage truck skipped collection for a week in behind the apartment, Surat.",frustration
"A suspicious person was seen loitering near the school in near the temple, Patna.",frustration
"Kitchen waste attracting stray animals in near the market, Guwahati.",frustration
"Traffic signals are not functioning at the intersection of by the lake, Patna.",frustration
I found insects inside a biscuit packet bought from a canteen in Kochi.,frustration
"Illegal parking blocking emergency access at at the bus stop, Surat.",frustration
I found insects inside a biscuit packet bought from a canteen in Trichy.,frustration
"A stray dog attacked a child near outside the school, Delhi.",frustration
"No doctor available at local PHC in near the railway station, Mumbai.",frustration
Traffic signals not working at at the bus stop intersection in Bengaluru.,frustration
I found insects inside a biscuit packet bought from a local shop in Madurai.,frustration
"Borewell dried up; families in in our colony, Bhopal are struggling.",frustration
"Garbage truck skipped collection for a week in beside the park, Mangalore.",frustration
"Biscuit packet bought from vegetable stall in opposite the hospital, Delhi contained insects.",frustration
"A stray dog attacked a child near on the main road, Trichy.",frustration
"Multiple theft incidents reported in by the lake, Visakhapatnam.",frustration
"Multiple theft incidents reported in near the market, Trichy.",frustration
"No doctor available at local PHC in near the market, Thiruvananthapuram.",frustration
"Kitchen waste attracting stray animals in outside the school, Mysuru.",frustration
"The food served at the tea stall in outside the school, Mysuru was stale.",frustration
"Garbage truck skipped collection for a week in at the bus stop, Delhi.",frustration
I found insects inside a biscuit packet bought from a ration shop in Bengaluru.,frustration
"Borewell dried up; families in near the railway station, Bengaluru are struggling.",frustration
Harassment incidents reported on beside the park road in Surat.,frustration
The grocery store sold stale bread.,frustration
"Multiple theft incidents reported in near the railway station, Guwahati.",frustration
Harassment incidents reported on near the railway station road in Kochi.,frustration
"Vegetables sold at the local market in on the main road, Trichy appear rotten and overpriced.",frustration
"Garbage collection delayed for days in in our colony, Guwahati.",frustration
"Borewell dried up; families in behind the apartment, Mangalore are struggling.",frustration
Tap water in next to the metro station of Delhi has been muddy and smells foul.,frustration
My child developed rashes after drinking water from the municipal supply in in the municipal ward.,frustration
My child developed rashes after drinking water from the municipal supply in in the municipal ward.,frustration
"Garbage truck skipped collection for a week in near the market, Patna.",frustration
"The food served at the local shop in opposite the hospital, Mangalore was stale.",frustration
Milk from the milkman in Chennai seemed adulterated.,frustration
Harassment incidents reported on on the main road road in Trichy.,frustration
Hospital pharmacy out of stock of essential medicines in Bengaluru.,frustration
"No drinking water supplied to the flats in at the bus stop, Kolkata.",frustration
"Illegal parking blocking emergency access at near the railway station, Kolkata.",frustration
"Illegal parking blocking emergency access at near the railway station, Guwahati.",frustration
Harassment incidents reported on on the main road road in Patna.,frustration
"Borewell dried up; families in behind the apartment, Thiruvananthapuram are struggling.",frustration
"Borewell dried up; families in in the municipal ward, Guwahati are struggling.",frustration
"No doctor available at local PHC in outside the school, Surat.",frustration
"Garbage truck skipped collection for a week in near the market, Delhi.",frustration
"Ambulance delays causing panic in behind the apartment, Visakhapatnam.",frustration
Milk from the local shop in Guwahati seemed adulterated.,frustration
"Illegal parking blocking emergency access at near the railway station, Bengaluru.",frustration
Harassment incidents reported on on the main road road in Mysuru.,frustration
"Water tanker skipped our street in at the bus stop, causing shortage.",frustration
"Water tanker skipped our street in in our colony, causing shortage.",frustration
"The food served at the milkman in outside the school, Mangalore was stale.",frustration
Tap water in next to the metro station of Bengaluru has been muddy and smells foul.,frustration
Milk from the restaurant in Pune seemed adulterated.,frustration
"Multiple theft incidents reported in opposite the hospital, Trichy.",frustration
"No drinking water supplied to the flats in near the temple, Mumbai.",frustration
"Multiple theft incidents reported in outside the school, Jaipur.",frustration
"Biscuit packet bought from restaurant in beside the park, Delhi contained insects.",frustration
"Traffic signals are not functioning at the intersection of inside the hostel, Thiruvananthapuram.",frustration
"Illegal parking blocking emergency access at on the main road, Bengaluru.",frustration
"Illegal parking blocking emergency access at opposite the hospital, Chennai.",frustration
"Multiple theft incidents reported in on the main road, Patna.",frustration
"Illegal parking blocking emergency access at opposite the hospital, Chennai.",frustration
"Multiple theft incidents reported in on the main road, Nagpur.",frustration
"Biscuit packet bought from street vendor in by the lake, Mangalore contained insects.",frustration
Milk from the ration shop in Mysuru seemed adulterated.,frustration
"Illegal parking blocking emergency access at near the temple, Madurai.",frustration
Tap water in near the temple of Visakhapatnam has been discolored and smells bad for two days.,frustration
"Multiple theft incidents reported in on the main road, Guwahati.",frustration
"Illegal parking blocking emergency access at opposite the hospital, Surat.",frustration
"The food served at the mess in behind the apartment, Trichy was stale.",frustration
"Water tanker did not arrive in outside the school, causing acute shortage for residents.",frustration
My child developed rashes after drinking water from the municipal supply in by the lake.,frustration
"Illegal parking blocking emergency access at near the railway station, Trichy.",frustration
The packaged snack I bought from canteen had a torn expiry label.,frustration
Milk from the fruit seller in Lucknow seemed adulterated.,frustration
Milk from the local shop in Kolkata seemed adulterated.,frustration
"Illegal parking at the hospital entrance in near the market, blocking ambulances.",frustration
My child developed rashes after drinking water from the municipal supply in on the main road.,frustration
Hospital staff in Chennai behaving rudely toward patients.,frustration
"Vegetables sold at the local market in near the temple, Hyderabad appear rotten and overpriced.",frustration
"There is a major leak in the pipeline outside my house in in our colony, Chennai.",frustration
"The food served at the restaurant in outside the school, Bhopal was stale.",frustration
Hospital staff in Bhopal behaving rudely toward patients.,frustration
"Water tanker did not arrive in near the temple, causing acute shortage for residents.",frustration
Tap water in next to the metro station of Pune has been muddy and smells foul.,frustration
Harassment incidents reported on near the temple road in Mumbai.,frustration
"Garbage truck skipped collection for a week in inside the hostel, Chennai.",frustration
"Multiple theft incidents reported in behind the apartment, Delhi.",frustration
"There is a major leak in the pipeline outside my house in near the temple, Delhi.",frustration
Garbage truck missed our street for three collection cycles in in our colony.,frustration
"Borewell dried up; families in in our colony, Jaipur are struggling.",frustration
"No doctor available at the nearby PHC during emergency in inside the hostel, Trichy.",frustration
"Borewell dried up; families in beside the park, Nagpur are struggling.",frustration
My child developed rashes after drinking water from the municipal supply in near the temple.,frustration
"The food served at the dhabha in at the bus stop, Pune was stale.",frustration
The packaged snack I bought from ration shop had a torn expiry label.,frustration
"No doctor available at the nearby PHC during emergency in at the bus stop, Vellore.",frustration
"No doctor available at the nearby PHC during emergency in near the market, Pune.",frustration
"No doctor available at local PHC in outside the school, Visakhapatnam.",frustration
Milk from the dhabha in Visakhapatnam seemed adulterated.,frustration
"Unannounced water cut affecting households in beside the park, Kolkata.",neutral
"Kitchen waste attracting stray animals in by the lake, Hyderabad.",neutral
"Garbage truck skipped collection for a week in in the municipal ward, Vellore.",neutral
"Unannounced water cut affecting households in by the lake, Jaipur.",neutral
"Illegal parking blocking emergency access at opposite the hospital, Kochi.",neutral
"Dirty water is coming from the municipal tap in near the temple, Bengaluru.",neutral
Traffic signals not working at in our colony intersection in Lucknow.,neutral
"Respiratory issues increasing due to pollution in by the lake, Kolkata.",neutral
"Unannounced water cut affecting households in inside the hostel, Delhi.",neutral
"Illegal parking blocking emergency access at on the main road, Kolkata.",neutral
Auto drivers overcharging at by the lake in Jaipur.,neutral
"Suspected dengue cases rising in at the bus stop, Jaipur.",neutral
"Garbage truck skipped collection for a week in in the municipal ward, Surat.",neutral
Dumpyard near beside the park releases foul smell daily.,neutral
"Residents in in the municipal ward, Patna are receiving very low water pressure.",neutral
"Respiratory issues increasing due to pollution in beside the park, Madurai.",neutral
Dumpyard near beside the park releases foul smell daily.,neutral
"Respiratory issues increasing due to pollution in near the temple, Vellore.",neutral
"Residents in in the municipal ward, Patna are receiving very low water pressure.",neutral
"Garbage truck skipped collection for a week in in the municipal ward, Mumbai.",neutral
"Garbage truck skipped collection for a week in beside the park, Kochi.",neutral
"Kitchen waste attracting stray animals in behind the apartment, Hyderabad.",neutral
"Kitchen waste attracting stray animals in near the market, Bengaluru.",neutral
Dumpyard near in the municipal ward releases foul smell daily.,neutral
Auto drivers overcharging at by the lake in Mysuru.,neutral
"A suspicious person was seen loitering near the school in inside the hostel, Patna.",neutral
"Kitchen waste attracting stray animals in behind the apartment, Guwahati.",neutral
"Kitchen waste attracting stray animals in behind the apartment, Jaipur.",neutral
"Residents in near the temple, Pune are receiving very low water pressure.",neutral
"Kitchen waste attracting stray animals in behind the apartment, Mysuru.",neutral
"Garbage truck skipped collection for a week in near the market, Kochi.",neutral
Dumping yard near the colony emits foul smell at night in Hyderabad.,neutral
"Unannounced water cut affecting households in in our colony, Thiruvananthapuram.",neutral
"Residents in next to the metro station, Mangalore are receiving very low water pressure.",neutral
"Respiratory issues increasing due to pollution in in our colony, Pune.",neutral
"Residents in next to the metro station, Nagpur are receiving very low water pressure.",neutral
Dumping yard near the colony emits foul smell at night in Pune.,neutral
"Busy junction at opposite the hospital, Thiruvananthapuram lacks pedestrian crossing.",neutral
"Respiratory issues increasing due to pollution in in our colony, Mangalore.",neutral
"Illegal parking blocking emergency access at outside the school, Mumbai.",neutral
"Unannounced water cut affecting households in in our colony, Indore.",neutral
"Residents in near the railway station, Chennai are receiving very low water pressure.",neutral
"Unannounced water cut affecting households in in our colony, Bengaluru.",neutral
"Residents in near the market, Visakhapatnam are receiving very low water pressure.",neutral
Dumping yard near the colony emits foul smell at night in Chennai.,neutral
"Garbage truck skipped collection for a week in inside the hostel, Coimbatore.",neutral
"Traffic signals are not functioning at the intersection of by the lake, Hyderabad.",neutral
"Suspected dengue cases reported in at the bus stop, Madurai; mosquitoes everywhere.",neutral
"Residents in near the market, Vellore are receiving very low water pressure.",neutral
"Dirty water is coming from the municipal tap in outside the school, Chennai.",neutral
"Suspected dengue cases rising in at the bus stop, Chennai.",neutral
"Suspected dengue cases reported in in the municipal ward, Thiruvananthapuram; mosquitoes everywhere.",neutral
"Low water pressure in the morning and evening in near the market, Lucknow.",neutral
"Water tanker skipped our street in beside the park, causing shortage.",neutral
Essential medicines unavailable at hospital pharmacy in Mangalore.,neutral
"Busy junction at inside the hostel, Bengaluru lacks pedestrian crossing.",neutral
"Borewell dried up; families in in our colony, Visakhapatnam are struggling.",neutral
"Busy junction at inside the hostel, Hyderabad lacks pedestrian crossing.",neutral
"Traffic signals are not functioning at the intersection of in the municipal ward, Visakhapatnam.",neutral
Pregnant woman denied prompt care at near the temple health centre.,neutral
Pregnant woman denied prompt care at next to the metro station health centre.,neutral
"Busy junction at near the market, Jaipur lacks pedestrian crossing.",neutral
"The food served at the restaurant in near the railway station, Guwahati was stale.",neutral
"The food served at the restaurant in on the main road, Kochi was stale.",neutral
Essential medicines unavailable at hospital pharmacy in Jaipur.,neutral
"A suspicious person was seen loitering near the school in on the main road, Mumbai.",neutral
Pregnant woman denied prompt care at opposite the hospital health centre.,neutral
"Garbage piles up every day in outside the school, Madurai; bins are not emptied.",neutral
Essential medicines unavailable at hospital pharmacy in Jaipur.,neutral
"Water tanker skipped our street in behind the apartment, causing shortage.",neutral
Pregnant woman denied prompt care at outside the school health centre.,neutral
Traffic signals not working at by the lake intersection in Thiruvananthapuram.,neutral
"Busy junction at near the railway station, Pune lacks pedestrian crossing.",neutral
"Pregnant woman denied timely care at the local health centre in beside the park, Jaipur.",neutral
Garbage truck missed our street for three collection cycles in at the bus stop.,neutral
Garbage truck missed our street for three collection cycles in by the lake.,neutral
Essential medicines unavailable at hospital pharmacy in Hyderabad.,neutral
"Unannounced water cut affecting households in next to the metro station, Chennai.",neutral
"Pregnant woman denied timely care at the local health centre in inside the hostel, Madurai.",neutral
Pregnant woman denied prompt care at in our colony health centre.,neutral
"Unannounced water cut affecting households in next to the metro station, Bhopal.",neutral
"The food served at the ration shop in at the bus stop, Bengaluru was stale.",neutral
Pregnant woman denied prompt care at by the lake health centre.,neutral
Milk from the street vendor in Bhopal seemed adulterated.,neutral
Essential medicines unavailable at hospital pharmacy in Thiruvananthapuram.,neutral
"Auto drivers are overcharging and harassing passengers near inside the hostel, Guwahati.",neutral
"Ambulance delays causing panic in at the bus stop, Pune.",neutral
"Pipeline leakage near near the railway station, Nagpur wasting huge amounts of water.",neutral
Essential medicines unavailable at hospital pharmacy in Surat.,neutral
Milk from the restaurant in Hyderabad seemed adulterated.,neutral
"Busy junction at by the lake, Vellore lacks pedestrian crossing.",neutral
"Auto drivers are overcharging and harassing passengers near near the market, Bhopal.",neutral
"Pipeline leakage near next to the metro station, Chennai wasting huge amounts of water.",neutral
"Pipeline leakage near next to the metro station, Jaipur wasting huge amounts of water.",neutral
"Biscuit packet bought from mess in in the municipal ward, Coimbatore contained insects.",neutral
"Suspected dengue cases rising in on the main road, Nagpur.",neutral
"Busy junction at in the municipal ward, Chennai lacks pedestrian crossing.",neutral
"Pipeline leakage near outside the school, Trichy wasting huge amounts of water.",neutral
Pregnant woman denied prompt care at at the bus stop health centre.,neutral
Pregnant woman denied prompt care at behind the apartment health centre.,neutral
"Unannounced water cut affecting households in opposite the hospital, Vellore.",neutral
"Busy junction at in the municipal ward, Mysuru lacks pedestrian crossing.",neutral
Essential medicines unavailable at hospital pharmacy in Mysuru.,neutral
"Suspected dengue cases rising in on the main road, Hyderabad.",neutral
"Auto drivers are overcharging and harassing passengers near near the market, Lucknow.",neutral
Essential medicines unavailable at hospital pharmacy in Mumbai.,neutral
"Suspected dengue cases rising in on the main road, Bhopal.",neutral
"Water tanker skipped our street in at the bus stop, causing shortage.",neutral
Pregnant woman denied prompt care at by the lake health centre.,neutral
Milk from the canteen in Mysuru seemed adulterated.,neutral
"Pregnant woman denied timely care at the local health centre in outside the school, Kolkata.",neutral
"The food served at the street vendor in outside the school, Jaipur was stale.",neutral
Public toilet in next to the metro station is extremely unhygienic.,neutral
Dumpyard near opposite the hospital releases foul smell daily.,neutral
Public toilet in on the main road is extremely unhygienic.,neutral
"Garbage truck skipped collection for a week in near the railway station, Trichy.",neutral
"Biscuit packet bought from ration shop in next to the metro station, Lucknow contained insects.",neutral
"Low water pressure in the morning and evening in at the bus stop, Coimbatore.",neutral
Public toilet in opposite the hospital is extremely unhygienic.,neutral
"Kitchen waste attracting stray animals in outside the school, Visakhapatnam.",neutral
Public toilet in outside the school is extremely unhygienic.,neutral
Public toilet in outside the school is extremely unhygienic.,neutral
Auto drivers overcharging at behind the apartment in Jaipur.,neutral
Public toilet near the market in by the lake is very dirty and unhygienic.,neutral
Public toilet near the market in in our colony is very dirty and unhygienic.,neutral
Public toilet near the market in in our colony is very dirty and unhygienic.,neutral
Public toilet near the market in in the municipal ward is very dirty and unhygienic.,neutral
Public toilet near the market in near the market is very dirty and unhygienic.,neutral
Public toilet near the market in outside the school is very dirty and unhygienic.,neutral
"Unannounced water cut affecting households in inside the hostel, Visakhapatnam.",neutral
"Kitchen waste attracting stray animals in next to the metro station, Delhi.",neutral
"Kitchen waste attracting stray animals in near the temple, Visakhapatnam.",neutral
"Suspected dengue cases rising in at the bus stop, Vellore.",neutral
Dumpyard near near the railway station releases foul smell daily.,neutral
"Suspected dengue cases rising in at the bus stop, Pune.",neutral
"Residents in in our colony, Trichy are receiving very low water pressure.",neutral
Dumpyard near near the railway station releases foul smell daily.,neutral
Public toilet in near the temple is extremely unhygienic.,neutral
Dumpyard near outside the school releases foul smell daily.,neutral
"Suspected dengue cases rising in in our colony, Lucknow.",neutral
"Suspected dengue cases rising in in our colony, Mangalore.",neutral
"Pregnant woman denied timely care at the local health centre in outside the school, Thiruvananthapuram.",neutral
Essential medicines unavailable at hospital pharmacy in Delhi.,neutral
Milk from the canteen in Bhopal seemed adulterated.,neutral
Public toilet in at the bus stop is extremely unhygienic.,neutral
Public toilet in at the bus stop is extremely unhygienic.,neutral
Milk from the bakery in Visakhapatnam seemed adulterated.,neutral
Essential medicines unavailable at hospital pharmacy in Coimbatore.,neutral
Milk from the bakery in Trichy seemed adulterated.,neutral
Public toilet in beside the park is extremely unhygienic.,neutral
Public toilet in beside the park is extremely unhygienic.,neutral
Public toilet in by the lake is extremely unhygienic.,neutral
Public toilet in by the lake is extremely unhygienic.,neutral
"Borewell dried up; families in by the lake, Trichy are struggling.",neutral
"The food served at the tea stall in at the bus stop, Thiruvananthapuram was stale.",neutral
"Suspected dengue cases rising in in the municipal ward, Mangalore.",neutral
Garbage truck missed our street for three collection cycles in near the temple.,neutral
Public toilet in inside the hostel is extremely unhygienic.,neutral
Public toilet in inside the hostel is extremely unhygienic.,neutral
"Suspected dengue cases rising in in the municipal ward, Delhi.",neutral
"Suspected dengue cases rising in in our colony, Vellore.",neutral
Public toilet in near the market is extremely unhygienic.,neutral
Public toilet in near the market is extremely unhygienic.,neutral
Public toilet in near the market is extremely unhygienic.,neutral
"Busy junction at next to the metro station, Mumbai lacks pedestrian crossing.",neutral
Dumpyard near outside the school releases foul smell daily.,neutral
Public toilet in near the railway station is extremely unhygienic.,neutral
Public toilet in in our colony is extremely unhygienic.,neutral
"Low water pressure in the morning and evening in in the municipal ward, Bhopal.",neutral
"Borewell dried up; families in behind the apartment, Bhopal are struggling.",neutral
"Respiratory issues increasing due to pollution in opposite the hospital, Trichy.",neutral
Hospital staff in Kolkata behaving rudely toward patients.,neutral
"Water tanker skipped our street in next to the metro station, causing shortage.",neutral
"Street street vendor cooking in unhygienic conditions in opposite the hospital, Delhi.",neutral
Auto drivers overcharging at on the main road in Visakhapatnam.,neutral
"Construction debris dumped illegally near on the main road, obstructing road.",neutral
Standing water near the road in at the bus stop after small rain; mosquitoes breeding.,neutral
Harassment incidents reported on near the railway station road in Chennai.,neutral
"There is a major leak in the pipeline outside my house in at the bus stop, Lucknow.",neutral
"Street street vendor cooking in unhygienic conditions in by the lake, Delhi.",neutral
Hospital staff in Jaipur behaving rudely toward patients.,neutral
Standing water near the road in in the municipal ward after small rain; mosquitoes breeding.,neutral
Standing water near the road in in the municipal ward after small rain; mosquitoes breeding.,neutral
Street street vendor is preparing food with dirty utensils in Lucknow.,neutral
Standing water near the road in inside the hostel after small rain; mosquitoes breeding.,neutral
Standing water near the road in near the market after small rain; mosquitoes breeding.,neutral
Standing water near the road in outside the school after small rain; mosquitoes breeding.,neutral
Hospital staff in Delhi behaving rudely toward patients.,neutral
"Construction debris dumped illegally near near the temple, obstructing road.",neutral
Harassment incidents reported on next to the metro station road in Kolkata.,neutral
Traffic signals not working at near the market intersection in Guwahati.,neutral
Street ration shop is preparing food with dirty utensils in Pune.,neutral
Harassment incidents reported on on the main road road in Delhi.,neutral
"Construction debris dumped illegally near near the railway station, obstructing road.",neutral
"Construction debris dumped illegally near near the market, obstructing road.",neutral
"Construction debris dumped illegally near near the market, obstructing road.",neutral
"There is a major leak in the pipeline outside my house in in our colony, Kochi.",neutral
Hospital staff in Hyderabad behaving rudely toward patients.,neutral
"Construction debris dumped on the roadside near at the bus stop, obstructing traffic.",neutral
"Construction debris dumped on the roadside near at the bus stop, obstructing traffic.",neutral
Street street vendor is preparing food with dirty utensils in Visakhapatnam.,neutral
Harassment incidents reported on in our colony road in Chennai.,neutral
"Sewage water overflowing onto the road in on the main road, Madurai.",neutral
"Sewage water overflowing onto the road in on the main road, Pune.",neutral
"Contaminated water coming from municipal tap in near the market, Coimbatore.",neutral
Hospital staff in Visakhapatnam behaving rudely toward patients.,neutral
Hospital staff in Thiruvananthapuram behaving rudely toward patients.,neutral
"Contaminated water coming from municipal tap in by the lake, Visakhapatnam.",neutral
Trash burning openly in behind the apartment; causing health issues.,neutral
Hospital staff in Pune behaving rudely toward patients.,neutral
Stagnant water near behind the apartment creating mosquito breeding conditions.,neutral
Stagnant water near behind the apartment creating mosquito breeding conditions.,neutral
Hospital staff in Pune behaving rudely toward patients.,neutral
Stagnant water near beside the park creating mosquito breeding conditions.,neutral
Stagnant water near beside the park creating mosquito breeding conditions.,neutral
Stagnant water near by the lake creating mosquito breeding conditions.,neutral
"Contaminated water coming from municipal tap in at the bus stop, Trichy.",neutral
"Street vegetable stall cooking in unhygienic conditions in at the bus stop, Pune.",neutral
Hospital staff in Mysuru behaving rudely toward patients.,neutral
Stagnant water near in the municipal ward creating mosquito breeding conditions.,neutral
Hospital staff in Mysuru behaving rudely toward patients.,neutral
"Water tanker skipped our street in near the temple, causing shortage.",neutral
Hospital staff in Mangalore behaving rudely toward patients.,neutral
"There is a major leak in the pipeline outside my house in at the bus stop, Delhi.",neutral
"Construction debris dumped on the roadside near by the lake, obstructing traffic.",neutral
Hospital staff in Madurai behaving rudely toward patients.,neutral
"Construction debris dumped on the roadside near at the bus stop, obstructing traffic.",neutral
"Street tea stall cooking in unhygienic conditions in behind the apartment, Lucknow.",neutral
"There is a major leak in the pipeline outside my house in in our colony, Nagpur.",neutral
"Sewage water overflowing onto the road in next to the metro station, Mangalore.",neutral
"Stray dogs attacking pedestrians in near the market, Bhopal.",neutral
Children fell sick after eating mid-day meal at school in Kochi.,neutral
"Street lights are not functioning in behind the apartment, Trichy; unsafe at night.",neutral
"Biscuit packet bought from canteen in at the bus stop, Nagpur contained insects.",neutral
"Construction debris dumped illegally near behind the apartment, obstructing road.",neutral
Children fell sick after eating mid-day meal at school in Trichy.,neutral
"Street lights are not functioning in in our colony, Trichy; unsafe at night.",neutral
"High number of respiratory problems due to pollution near by the lake, Thiruvananthapuram.",neutral
"Heavy speeding by bikes near the school in in our colony, Bengaluru creating danger.",neutral
"Street lights are not functioning in in the municipal ward, Delhi; unsafe at night.",neutral
"Street lights are not functioning in in the municipal ward, Kolkata; unsafe at night.",neutral
"High number of respiratory problems due to pollution near beside the park, Patna.",neutral
"Street lights are not functioning in inside the hostel, Pune; unsafe at night.",neutral
"Street lights are not functioning in inside the hostel, Vellore; unsafe at night.",neutral
"Street lights are not functioning in behind the apartment, Chennai; unsafe at night.",neutral
"Street lights are not functioning in near the railway station, Chennai; unsafe at night.",neutral
"Heavy speeding by bikes near the school in outside the school, Lucknow creating danger.",neutral
"Street lights are not functioning in near the railway station, Vellore; unsafe at night.",neutral
"Street lights are not functioning in near the temple, Chennai; unsafe at night.",neutral
"Water tanker skipped our street in outside the school, causing shortage.",neutral
"Street lights are not functioning in on the main road, Coimbatore; unsafe at night.",neutral
"There is a major leak in the pipeline outside my house in inside the hostel, Vellore.",neutral
"Water tanker skipped our street in outside the school, causing shortage.",neutral
Clinic staff at the government hospital were rude and unhelpful in Lucknow.,neutral
Clinic staff at the government hospital were rude and unhelpful in Jaipur.,neutral
"Street lights are not functioning in outside the school, Vellore; unsafe at night.",neutral
"Street lights on the main road in beside the park, Lucknow are not working; it's very dark at night.",neutral
"Street lights on the main road in by the lake, Madurai are not working; it's very dark at night.",neutral
"Heavy speeding by bikes near the school in in the municipal ward, Coimbatore creating danger.",neutral
Harassment incidents reported on outside the school road in Mumbai.,neutral
Harassment incidents reported on opposite the hospital road in Visakhapatnam.,neutral
Street dhabha is preparing food with dirty utensils in Visakhapatnam.,neutral
"Stray dogs attacking pedestrians in near the market, Pune.",neutral
"A stray dog attacked a child near in our colony, Kolkata.",neutral
"Stray dogs attacking pedestrians in near the railway station, Pune.",neutral
"Construction debris dumped illegally near inside the hostel, obstructing road.",neutral
Harassment incidents reported on on the main road road in Lucknow.,neutral
"Stray dogs attacking pedestrians in near the temple, Pune.",neutral
Children fell sick after eating mid-day meal at school in Kochi.,neutral
Hospital pharmacy out of stock of essential medicines in Jaipur.,neutral
"Stray dogs attacking pedestrians in next to the metro station, Madurai.",neutral
Traffic signals not working at near the market intersection in Vellore.,neutral
"Stray dogs attacking pedestrians in next to the metro station, Vellore.",neutral
