complaint,category
"Traffic signals are not functioning at the intersection of inside the hostel, Patna.",safety
"Traffic signals are not functioning at the intersection of inside the hostel, Thiruvananthapuram.",safety
"Traffic signals are not functioning at the intersection of near the market, Pune.",safety
"Traffic signals are not functioning at the intersection of near the temple, Chennai.",safety
"Traffic signals are not functioning at the intersection of on the main road, Coimbatore.",safety
Traffic signals not working at at the bus stop intersection in Bengaluru.,safety
Traffic signals not working at at the bus stop intersection in Indore.,safety
"Busy junction at next to the metro station, Bhopal lacks pedestrian crossing.",safety
"Busy junction at next to the metro station, Bhopal lacks pedestrian crossing.",safety
"Busy junction at next to the metro station, Bengaluru lacks pedestrian crossing.",safety
Auto drivers overcharging at at the bus stop in Vellore.,safety
Auto drivers overcharging at at the bus stop in Thiruvananthapuram.,safety
Auto drivers overcharging at at the bus stop in Mangalore.,safety
Auto drivers overcharging at at the bus stop in Madurai.,safety
Auto drivers overcharging at at the bus stop in Kolkata.,safety
Auto drivers are refusing rides and overcharging.,safety
"Auto drivers are overcharging and harassing passengers near outside the school, Mumbai.",safety
"Auto drivers are overcharging and harassing passengers near outside the school, Delhi.",safety
"Auto drivers are overcharging and harassing passengers near on the main road, Vellore.",safety
"Auto drivers are overcharging and harassing passengers near near the market, Visakhapatnam.",safety
"Auto drivers are overcharging and harassing passengers near near the market, Pune.",safety
"Auto drivers are overcharging and harassing passengers near near the market, Nagpur.",safety
"Auto drivers are overcharging and harassing passengers near near the market, Lucknow.",safety
"Auto drivers are overcharging and harassing passengers near near the market, Bhopal.",safety
"Auto drivers are overcharging and harassing passengers near inside the hostel, Visakhapatnam.",safety
"Auto drivers are overcharging and harassing passengers near inside the hostel, Guwahati.",safety
"Auto drivers are overcharging and harassing passengers near in the municipal ward, Hyderabad.",safety
"Auto drivers are overcharging and harassing passengers near in the municipal ward, Delhi.",safety
"Auto drivers are overcharging and harassing passengers near in our colony, Chennai.",safety
"Auto drivers are overcharging and harassing passengers near by the lake, Vellore.",safety
"Auto drivers are overcharging and harassing passengers near by the lake, Thiruvananthapuram.",safety
Auto drivers overcharging at behind the apartment in Guwahati.,safety
"Auto drivers are overcharging and harassing passengers near by the lake, Lucknow.",safety
Auto drivers overcharging at behind the apartment in Jaipur.,safety
Auto drivers overcharging at behind the apartment in Lucknow.,safety
Auto drivers overcharging at in our colony in Mysuru.,safety
Auto drivers overcharging at in our colony in Hyderabad.,safety
Auto drivers overcharging at in our colony in Delhi.,safety
Auto drivers overcharging at by the lake in Trichy.,safety
Auto drivers overcharging at by the lake in Mysuru.,safety
Auto drivers overcharging at by the lake in Madurai.,safety
Auto drivers overcharging at by the lake in Madurai.,safety
Auto drivers overcharging at by the lake in Jaipur.,safety
Auto drivers overcharging at by the lake in Chennai.,safety
Auto drivers overcharging at beside the park in Vellore.,safety
Auto drivers overcharging at beside the park in Pune.,safety
Auto drivers overcharging at beside the park in Madurai.,safety
Auto drivers overcharging at beside the park in Kochi.,safety
Auto drivers overcharging at beside the park in Jaipur.,safety
Auto drivers overcharging at beside the park in Jaipur.,safety
Auto drivers overcharging at beside the park in Guwahati.,safety
Auto drivers overcharging at beside the park in Coimbatore.,safety
Auto drivers overcharging at behind the apartment in Visakhapatnam.,safety
Auto drivers overcharging at behind the apartment in Thiruvananthapuram.,safety
Auto drivers overcharging at behind the apartment in Mumbai.,safety
Auto drivers overcharging at behind the apartment in Mangalore.,safety
Auto drivers overcharging at behind the apartment in Jaipur.,safety
Auto drivers overcharging at in our colony in Pune.,safety
"Auto drivers are overcharging and harassing passengers near by the lake, Lucknow.",safety
"Auto drivers are overcharging and harassing passengers near beside the park, Delhi.",safety
"A stray dog attacked a child near on the main road, Trichy.",safety
"A stray dog attacked a child near on the main road, Kolkata.",safety
"A stray dog attacked a child near near the temple, Trichy.",safety
"A stray dog attacked a child near near the market, Vellore.",safety
"A stray dog attacked a child near near the market, Bengaluru.",safety
"A stray dog attacked a child near inside the hostel, Lucknow.",safety
"A stray dog attacked a child near inside the hostel, Kochi.",safety
"A stray dog attacked a child near in the municipal ward, Trichy.",safety
"A stray dog attacked a child near in the municipal ward, Trichy.",safety
"A stray dog attacked a child near in the municipal ward, Patna.",safety
"A stray dog attacked a child near in the municipal ward, Mumbai.",safety
"A stray dog attacked a child near in the municipal ward, Bhopal.",safety
"A stray dog attacked a child near in our colony, Visakhapatnam.",safety
"A stray dog attacked a child near in our colony, Mumbai.",safety
"A stray dog attacked a child near in our colony, Kolkata.",safety
"A stray dog attacked a child near in our colony, Bhopal.",safety
"A stray dog attacked a child near by the lake, Bhopal.",safety
"A stray dog attacked a child near beside the park, Thiruvananthapuram.",safety
"A stray dog attacked a child near beside the park, Nagpur.",safety
"A stray dog attacked a child near beside the park, Nagpur.",safety
A stray cattle blocked the road and caused an accident.,safety
"A stray dog attacked a child near outside the school, Delhi.",safety
"Auto drivers are overcharging and harassing passengers near beside the park, Delhi.",safety
"A stray dog attacked a child near outside the school, Madurai.",safety
"A stray dog attacked a child near outside the school, Patna.",safety
"Auto drivers are overcharging and harassing passengers near at the bus stop, Nagpur.",safety
"Auto drivers are overcharging and harassing passengers near at the bus stop, Bhopal.",safety
"A suspicious person was seen loitering near the school in outside the school, Visakhapatnam.",safety
"A suspicious person was seen loitering near the school in outside the school, Pune.",safety
"A suspicious person was seen loitering near the school in on the main road, Mumbai.",safety
"A suspicious person was seen loitering near the school in on the main road, Bengaluru.",safety
"A suspicious person was seen loitering near the school in near the temple, Patna.",safety
"A suspicious person was seen loitering near the school in near the temple, Madurai.",safety
"A suspicious person was seen loitering near the school in near the temple, Kolkata.",safety
"A suspicious person was seen loitering near the school in inside the hostel, Thiruvananthapuram.",safety
"A suspicious person was seen loitering near the school in inside the hostel, Patna.",safety
"A suspicious person was seen loitering near the school in in the municipal ward, Trichy.",safety
"A suspicious person was seen loitering near the school in in the municipal ward, Chennai.",safety
"A suspicious person was seen loitering near the school in in our colony, Guwahati.",safety
"A suspicious person was seen loitering near the school in in our colony, Bhopal.",safety
"A suspicious person was seen loitering near the school in by the lake, Chennai.",safety
"A suspicious person was seen loitering near the school in beside the park, Nagpur.",safety
"A suspicious person was seen loitering near the school in at the bus stop, Vellore.",safety
"A suspicious person was seen loitering near the school in at the bus stop, Pune.",safety
A suspicious person was roaming outside our apartment at midnight.,safety
"A stray dog attacked a child near outside the school, Thiruvananthapuram.",safety
"A stray dog attacked a child near outside the school, Nagpur.",safety
Suspicious activities noticed near outside the school school in Mysuru.,safety
Auto drivers overcharging at in our colony in Surat.,safety
Auto drivers overcharging at in the municipal ward in Bengaluru.,safety
"Busy junction at in our colony, Indore lacks pedestrian crossing.",safety
"Busy junction at by the lake, Visakhapatnam lacks pedestrian crossing.",safety
"Busy junction at by the lake, Vellore lacks pedestrian crossing.",safety
"Busy junction at by the lake, Trichy lacks pedestrian crossing.",safety
"Busy junction at by the lake, Thiruvananthapuram lacks pedestrian crossing.",safety
"Busy junction at by the lake, Surat lacks pedestrian crossing.",safety
"Busy junction at by the lake, Indore lacks pedestrian crossing.",safety
"Busy junction at by the lake, Coimbatore lacks pedestrian crossing.",safety
"Busy junction at by the lake, Coimbatore lacks pedestrian crossing.",safety
"Busy junction at beside the park, Vellore lacks pedestrian crossing.",safety
"Busy junction at beside the park, Trichy lacks pedestrian crossing.",safety
"Busy junction at beside the park, Pune lacks pedestrian crossing.",safety
"Busy junction at beside the park, Mysuru lacks pedestrian crossing.",safety
"Busy junction at beside the park, Lucknow lacks pedestrian crossing.",safety
"Busy junction at beside the park, Hyderabad lacks pedestrian crossing.",safety
"Busy junction at beside the park, Bengaluru lacks pedestrian crossing.",safety
"Busy junction at behind the apartment, Thiruvananthapuram lacks pedestrian crossing.",safety
"Busy junction at behind the apartment, Surat lacks pedestrian crossing.",safety
"Busy junction at behind the apartment, Pune lacks pedestrian crossing.",safety
"Busy junction at behind the apartment, Jaipur lacks pedestrian crossing.",safety
"Busy junction at behind the apartment, Coimbatore lacks pedestrian crossing.",safety
"Busy junction at in our colony, Mumbai lacks pedestrian crossing.",safety
"Busy junction at behind the apartment, Bhopal lacks pedestrian crossing.",safety
"Busy junction at in our colony, Surat lacks pedestrian crossing.",safety
"Busy junction at in the municipal ward, Bhopal lacks pedestrian crossing.",safety
"Busy junction at near the temple, Visakhapatnam lacks pedestrian crossing.",safety
"Busy junction at near the temple, Vellore lacks pedestrian crossing.",safety
"Busy junction at near the temple, Kolkata lacks pedestrian crossing.",safety
"Busy junction at near the temple, Kochi lacks pedestrian crossing.",safety
"Busy junction at near the temple, Hyderabad lacks pedestrian crossing.",safety
"Busy junction at near the temple, Bhopal lacks pedestrian crossing.",safety
"Busy junction at near the railway station, Pune lacks pedestrian crossing.",safety
"Busy junction at near the railway station, Chennai lacks pedestrian crossing.",safety
"Busy junction at near the market, Patna lacks pedestrian crossing.",safety
"Busy junction at near the market, Madurai lacks pedestrian crossing.",safety
"Busy junction at near the market, Jaipur lacks pedestrian crossing.",safety
"Busy junction at near the market, Jaipur lacks pedestrian crossing.",safety
"Busy junction at inside the hostel, Mysuru lacks pedestrian crossing.",safety
"Busy junction at inside the hostel, Hyderabad lacks pedestrian crossing.",safety
"Busy junction at inside the hostel, Coimbatore lacks pedestrian crossing.",safety
"Busy junction at inside the hostel, Bengaluru lacks pedestrian crossing.",safety
"Busy junction at in the municipal ward, Patna lacks pedestrian crossing.",safety
"Busy junction at in the municipal ward, Nagpur lacks pedestrian crossing.",safety
"Busy junction at in the municipal ward, Mysuru lacks pedestrian crossing.",safety
"Busy junction at in the municipal ward, Chennai lacks pedestrian crossing.",safety
"Busy junction at in the municipal ward, Chennai lacks pedestrian crossing.",safety
"Busy junction at in our colony, Vellore lacks pedestrian crossing.",safety
Auto drivers overcharging at in our colony in Trichy.,safety
"Busy junction at at the bus stop, Surat lacks pedestrian crossing.",safety
"Busy junction at at the bus stop, Lucknow lacks pedestrian crossing.",safety
Auto drivers overcharging at near the temple in Surat.,safety
Auto drivers overcharging at near the temple in Surat.,safety
Auto drivers overcharging at near the temple in Kochi.,safety
Auto drivers overcharging at near the temple in Delhi.,safety
Auto drivers overcharging at near the railway station in Vellore.,safety
Auto drivers overcharging at near the railway station in Vellore.,safety
Auto drivers overcharging at near the railway station in Hyderabad.,safety
Auto drivers overcharging at near the railway station in Delhi.,safety
Auto drivers overcharging at near the market in Vellore.,safety
Auto drivers overcharging at near the market in Mangalore.,safety
Auto drivers overcharging at near the market in Indore.,safety
Auto drivers overcharging at near the market in Delhi.,safety
Auto drivers overcharging at near the market in Delhi.,safety
Auto drivers overcharging at near the market in Coimbatore.,safety
Auto drivers overcharging at near the market in Bhopal.,safety
Auto drivers overcharging at inside the hostel in Mysuru.,safety
Auto drivers overcharging at inside the hostel in Mumbai.,safety
Auto drivers overcharging at inside the hostel in Indore.,safety
Auto drivers overcharging at in the municipal ward in Visakhapatnam.,safety
Auto drivers overcharging at in the municipal ward in Thiruvananthapuram.,safety
Auto drivers overcharging at in the municipal ward in Jaipur.,safety
Auto drivers overcharging at near the temple in Trichy.,safety
"Busy junction at at the bus stop, Mangalore lacks pedestrian crossing.",safety
Auto drivers overcharging at next to the metro station in Bengaluru.,safety
Auto drivers overcharging at next to the metro station in Guwahati.,safety
"Busy junction at at the bus stop, Coimbatore lacks pedestrian crossing.",safety
Auto drivers overcharging at outside the school in Trichy.,safety
Auto drivers overcharging at outside the school in Pune.,safety
Auto drivers overcharging at outside the school in Pune.,safety
Auto drivers overcharging at outside the school in Patna.,safety
Auto drivers overcharging at outside the school in Lucknow.,safety
Auto drivers overcharging at outside the school in Guwahati.,safety
Auto drivers overcharging at outside the school in Coimbatore.,safety
Auto drivers overcharging at outside the school in Bhopal.,safety
Auto drivers overcharging at opposite the hospital in Mangalore.,safety
Auto drivers overcharging at opposite the hospital in Madurai.,safety
Auto drivers overcharging at opposite the hospital in Jaipur.,safety
Auto drivers overcharging at opposite the hospital in Jaipur.,safety
Auto drivers overcharging at opposite the hospital in Chennai.,safety
Auto drivers overcharging at on the main road in Visakhapatnam.,safety
Auto drivers overcharging at on the main road in Surat.,safety
Auto drivers overcharging at on the main road in Indore.,safety
Auto drivers overcharging at on the main road in Hyderabad.,safety
Auto drivers overcharging at next to the metro station in Madurai.,safety
Auto drivers overcharging at next to the metro station in Kochi.,safety
Auto drivers overcharging at next to the metro station in Indore.,safety
Auto drivers overcharging at next to the metro station in Chennai.,safety
Suspicious activities noticed near outside the school school in Kochi.,safety
There have been frequent thefts reported near inside the hostel in Hyderabad.,safety
Harassment incidents reported on at the bus stop road in Coimbatore.,safety
Harassment incidents reported on opposite the hospital road in Delhi.,safety
Harassment incidents reported on on the main road road in Trichy.,safety
Harassment incidents reported on on the main road road in Patna.,safety
Harassment incidents reported on on the main road road in Mysuru.,safety
Harassment incidents reported on on the main road road in Madurai.,safety
Harassment incidents reported on on the main road road in Lucknow.,safety
Harassment incidents reported on on the main road road in Kolkata.,safety
Harassment incidents reported on on the main road road in Kochi.,safety
Harassment incidents reported on opposite the hospital road in Surat.,safety
Harassment incidents reported on on the main road road in Hyderabad.,safety
Harassment incidents reported on next to the metro station road in Thiruvananthapuram.,safety
Harassment incidents reported on next to the metro station road in Pune.,safety
Harassment incidents reported on next to the metro station road in Lucknow.,safety
Harassment incidents reported on next to the metro station road in Lucknow.,safety
Harassment incidents reported on next to the metro station road in Kolkata.,safety
Harassment incidents reported on next to the metro station road in Chennai.,safety
Harassment incidents reported on near the temple road in Surat.,safety
Harassment incidents reported on near the temple road in Mumbai.,safety
Harassment incidents reported on on the main road road in Delhi.,safety
Harassment incidents reported on near the temple road in Jaipur.,safety
Harassment incidents reported on opposite the hospital road in Thiruvananthapuram.,safety
"Illegal parking blocking emergency access at on the main road, Kolkata.",safety
"Illegal parking blocking emergency access at near the railway station, Guwahati.",safety
"Illegal parking blocking emergency access at near the railway station, Kochi.",safety
"Illegal parking blocking emergency access at near the railway station, Kolkata.",safety
"Illegal parking blocking emergency access at near the railway station, Kolkata.",safety
"Illegal parking blocking emergency access at near the railway station, Kolkata.",safety
"Illegal parking blocking emergency access at near the railway station, Lucknow.",safety
"Illegal parking blocking emergency access at near the railway station, Mangalore.",safety
"Illegal parking blocking emergency access at near the railway station, Nagpur.",safety
"Illegal parking blocking emergency access at on the main road, Kolkata.",safety
"Illegal parking blocking emergency access at near the railway station, Surat.",safety
"Illegal parking blocking emergency access at near the temple, Madurai.",safety
"Illegal parking blocking emergency access at next to the metro station, Chennai.",safety
"Illegal parking blocking emergency access at next to the metro station, Chennai.",safety
"Illegal parking blocking emergency access at next to the metro station, Patna.",safety
"Illegal parking blocking emergency access at next to the metro station, Pune.",safety
"Illegal parking blocking emergency access at on the main road, Bengaluru.",safety
"Illegal parking blocking emergency access at on the main road, Jaipur.",safety
"Illegal parking blocking emergency access at on the main road, Kochi.",safety
"Illegal parking blocking emergency access at near the railway station, Trichy.",safety
Harassment incidents reported on near the temple road in Guwahati.,safety
Harassment incidents reported on near the temple road in Guwahati.,safety
Harassment incidents reported on near the temple road in Delhi.,safety
Harassment incidents reported on in the municipal ward road in Mumbai.,safety
Harassment incidents reported on in the municipal ward road in Madurai.,safety
Harassment incidents reported on in the municipal ward road in Kochi.,safety
Harassment incidents reported on in the municipal ward road in Jaipur.,safety
Harassment incidents reported on in the municipal ward road in Chennai.,safety
Harassment incidents reported on in our colony road in Visakhapatnam.,safety
Harassment incidents reported on in our colony road in Trichy.,safety
Harassment incidents reported on in our colony road in Nagpur.,safety
Harassment incidents reported on in the municipal ward road in Mysuru.,safety
Harassment incidents reported on in our colony road in Mysuru.,safety
"Illegal parking blocking emergency access at on the main road, Mumbai.",safety
"Illegal parking blocking emergency access at on the main road, Mysuru.",safety
"Illegal parking at the hospital entrance in near the market, blocking ambulances.",safety
"Illegal parking blocking emergency access at on the main road, Trichy.",safety
"Illegal parking blocking emergency access at opposite the hospital, Chennai.",safety
"Illegal parking blocking emergency access at opposite the hospital, Chennai.",safety
"Illegal parking blocking emergency access at opposite the hospital, Guwahati.",safety
"Illegal parking blocking emergency access at opposite the hospital, Kochi.",safety
Harassment incidents reported on in our colony road in Indore.,safety
Harassment incidents reported on in the municipal ward road in Nagpur.,safety
Harassment incidents reported on in the municipal ward road in Patna.,safety
Harassment incidents reported on in the municipal ward road in Pune.,safety
Harassment incidents reported on near the temple road in Chennai.,safety
Harassment incidents reported on near the temple road in Chennai.,safety
Harassment incidents reported on near the railway station road in Visakhapatnam.,safety
Harassment incidents reported on near the railway station road in Vellore.,safety
Harassment incidents reported on near the railway station road in Mangalore.,safety
Harassment incidents reported on near the railway station road in Lucknow.,safety
Harassment incidents reported on near the railway station road in Kochi.,safety
Harassment incidents reported on near the railway station road in Chennai.,safety
Harassment incidents reported on near the railway station road in Bhopal.,safety
Harassment incidents reported on near the market road in Pune.,safety
Harassment incidents reported on near the market road in Hyderabad.,safety
Harassment incidents reported on near the market road in Coimbatore.,safety
Harassment incidents reported on near the market road in Bengaluru.,safety
Harassment incidents reported on inside the hostel road in Trichy.,safety
Harassment incidents reported on inside the hostel road in Surat.,safety
Harassment incidents reported on inside the hostel road in Mysuru.,safety
Harassment incidents reported on inside the hostel road in Kolkata.,safety
Harassment incidents reported on inside the hostel road in Chennai.,safety
Harassment incidents reported on in the municipal ward road in Vellore.,safety
"Illegal parking blocking emergency access at near the railway station, Coimbatore.",safety
"Illegal parking blocking emergency access at near the railway station, Coimbatore.",safety
"Illegal parking blocking emergency access at near the railway station, Bhopal.",safety
"Illegal parking blocking emergency access at near the railway station, Bengaluru.",safety
"Heavy speeding by bikes near the school in near the market, Kolkata creating danger.",safety
"Heavy speeding by bikes near the school in inside the hostel, Trichy creating danger.",safety
"Heavy speeding by bikes near the school in in the municipal ward, Vellore creating danger.",safety
"Heavy speeding by bikes near the school in in the municipal ward, Trichy creating danger.",safety
"Heavy speeding by bikes near the school in in the municipal ward, Thiruvananthapuram creating danger.",safety
"Heavy speeding by bikes near the school in in the municipal ward, Kochi creating danger.",safety
"Heavy speeding by bikes near the school in in the municipal ward, Coimbatore creating danger.",safety
"Heavy speeding by bikes near the school in in our colony, Trichy creating danger.",safety
"Heavy speeding by bikes near the school in near the market, Madurai creating danger.",safety
"Heavy speeding by bikes near the school in in our colony, Trichy creating danger.",safety
"Heavy speeding by bikes near the school in in our colony, Bengaluru creating danger.",safety
"Heavy speeding by bikes near the school in by the lake, Nagpur creating danger.",safety
"Heavy speeding by bikes near the school in beside the park, Bengaluru creating danger.",safety
"Heavy speeding by bikes near the school in at the bus stop, Bengaluru creating danger.",safety
Harassment incidents reported on outside the school road in Visakhapatnam.,safety
Harassment incidents reported on outside the school road in Thiruvananthapuram.,safety
Harassment incidents reported on outside the school road in Patna.,safety
Harassment incidents reported on outside the school road in Mumbai.,safety
"Heavy speeding by bikes near the school in in our colony, Patna creating danger.",safety
"Heavy speeding by bikes near the school in near the market, Vellore creating danger.",safety
"Heavy speeding by bikes near the school in near the temple, Jaipur creating danger.",safety
"Heavy speeding by bikes near the school in near the temple, Jaipur creating danger.",safety
"Illegal parking at the hospital entrance in in our colony, blocking ambulances.",safety
"Illegal parking at the hospital entrance in by the lake, blocking ambulances.",safety
"Illegal parking at the hospital entrance in by the lake, blocking ambulances.",safety
"Illegal parking at the hospital entrance in beside the park, blocking ambulances.",safety
"Illegal parking at the hospital entrance in beside the park, blocking ambulances.",safety
"Illegal parking at the hospital entrance in at the bus stop, blocking ambulances.",safety
"Illegal parking at the hospital entrance in at the bus stop, blocking ambulances.",safety
"Illegal parking at the hospital entrance in at the bus stop, blocking ambulances.",safety
"Illegal parking at the hospital entrance in at the bus stop, blocking ambulances.",safety
"Illegal parking at the hospital entrance in at the bus stop, blocking ambulances.",safety
"Illegal parking at the hospital entrance in at the bus stop, blocking ambulances.",safety
"Heavy speeding by bikes near the school in outside the school, Patna creating danger.",safety
"Heavy speeding by bikes near the school in outside the school, Lucknow creating danger.",safety
"Heavy speeding by bikes near the school in outside the school, Hyderabad creating danger.",safety
"Heavy speeding by bikes near the school in on the main road, Thiruvananthapuram creating danger.",safety
"Heavy speeding by bikes near the school in on the main road, Lucknow creating danger.",safety
"Heavy speeding by bikes near the school in near the temple, Vellore creating danger.",safety
"Heavy speeding by bikes near the school in near the temple, Pune creating danger.",safety
"Heavy speeding by bikes near the school in near the temple, Lucknow creating danger.",safety
Harassment incidents reported on outside the school road in Delhi.,safety
"Illegal parking blocking emergency access at opposite the hospital, Surat.",safety
Harassment incidents reported on opposite the hospital road in Visakhapatnam.,safety
"Illegal parking at the hospital entrance in near the temple, blocking ambulances.",safety
"Illegal parking blocking emergency access at in our colony, Hyderabad.",safety
"Illegal parking blocking emergency access at in our colony, Hyderabad.",safety
"Illegal parking blocking emergency access at in our colony, Patna.",safety
"Illegal parking blocking emergency access at in the municipal ward, Lucknow.",safety
"Illegal parking blocking emergency access at in the municipal ward, Mangalore.",safety
"Illegal parking blocking emergency access at in the municipal ward, Mumbai.",safety
"Illegal parking blocking emergency access at inside the hostel, Bengaluru.",safety
"Illegal parking blocking emergency access at inside the hostel, Bhopal.",safety
"Illegal parking blocking emergency access at by the lake, Mysuru.",safety
"Illegal parking blocking emergency access at inside the hostel, Delhi.",safety
"Illegal parking blocking emergency access at inside the hostel, Jaipur.",safety
"Illegal parking blocking emergency access at inside the hostel, Mysuru.",safety
"Illegal parking blocking emergency access at inside the hostel, Nagpur.",safety
"Illegal parking blocking emergency access at inside the hostel, Patna.",safety
"Illegal parking blocking emergency access at inside the hostel, Patna.",safety
"Illegal parking blocking emergency access at near the market, Bhopal.",safety
"Illegal parking blocking emergency access at near the market, Kochi.",safety
"Illegal parking blocking emergency access at near the market, Trichy.",safety
"Illegal parking blocking emergency access at inside the hostel, Jaipur.",safety
"Illegal parking blocking emergency access at by the lake, Madurai.",safety
"Illegal parking blocking emergency access at by the lake, Madurai.",safety
"Illegal parking blocking emergency access at by the lake, Indore.",safety
"Illegal parking at the hospital entrance in near the temple, blocking ambulances.",safety
"Illegal parking at the hospital entrance in near the temple, blocking ambulances.",safety
"Illegal parking at the hospital entrance in on the main road, blocking ambulances.",safety
"Illegal parking at the hospital entrance in on the main road, blocking ambulances.",safety
"Illegal parking blocking emergency access at at the bus stop, Guwahati.",safety
"Illegal parking blocking emergency access at at the bus stop, Hyderabad.",safety
"Illegal parking blocking emergency access at at the bus stop, Lucknow.",safety
"Illegal parking blocking emergency access at at the bus stop, Patna.",safety
"Illegal parking blocking emergency access at at the bus stop, Surat.",safety
"Illegal parking blocking emergency access at behind the apartment, Coimbatore.",safety
"Illegal parking blocking emergency access at behind the apartment, Coimbatore.",safety
"Illegal parking blocking emergency access at behind the apartment, Hyderabad.",safety
"Illegal parking blocking emergency access at behind the apartment, Indore.",safety
"Illegal parking blocking emergency access at behind the apartment, Jaipur.",safety
"Illegal parking blocking emergency access at behind the apartment, Kochi.",safety
"Illegal parking blocking emergency access at beside the park, Jaipur.",safety
"Illegal parking blocking emergency access at beside the park, Trichy.",safety
"Illegal parking blocking emergency access at by the lake, Delhi.",safety
"Illegal parking blocking emergency access at by the lake, Hyderabad.",safety
Harassment incidents reported on opposite the hospital road in Trichy.,safety
"Illegal parking blocking emergency access at opposite the hospital, Surat.",safety
"Illegal parking blocking emergency access at on the main road, Thiruvananthapuram.",safety
"Illegal parking blocking emergency access at opposite the hospital, Visakhapatnam.",safety
"Multiple theft incidents reported in by the lake, Coimbatore.",safety
"Multiple theft incidents reported in by the lake, Kolkata.",safety
"Multiple theft incidents reported in by the lake, Madurai.",safety
"Multiple theft incidents reported in by the lake, Madurai.",safety
"Multiple theft incidents reported in by the lake, Mangalore.",safety
"Multiple theft incidents reported in by the lake, Visakhapatnam.",safety
"Multiple theft incidents reported in in our colony, Bhopal.",safety
"Multiple theft incidents reported in in our colony, Hyderabad.",safety
"Multiple theft incidents reported in by the lake, Bengaluru.",safety
"Multiple theft incidents reported in in our colony, Kochi.",safety
"Multiple theft incidents reported in in our colony, Visakhapatnam.",safety
"Multiple theft incidents reported in in the municipal ward, Bhopal.",safety
"Multiple theft incidents reported in in the municipal ward, Guwahati.",safety
"Multiple theft incidents reported in in the municipal ward, Indore.",safety
"Multiple theft incidents reported in in the municipal ward, Indore.",safety
"Multiple theft incidents reported in in the municipal ward, Kochi.",safety
"Multiple theft incidents reported in in the municipal ward, Lucknow.",safety
"Multiple theft incidents reported in in the municipal ward, Surat.",safety
"Multiple theft incidents reported in in our colony, Mangalore.",safety
"Multiple theft incidents reported in by the lake, Bengaluru.",safety
"Multiple theft incidents reported in by the lake, Bengaluru.",safety
"Multiple theft incidents reported in beside the park, Visakhapatnam.",safety
Suspicious activities noticed near opposite the hospital school in Nagpur.,safety
Suspicious activities noticed near outside the school school in Bengaluru.,safety
Suspicious activities noticed near outside the school school in Bhopal.,safety
Suspicious activities noticed near outside the school school in Chennai.,safety
"Multiple theft incidents reported in behind the apartment, Hyderabad.",safety
"Multiple theft incidents reported in behind the apartment, Jaipur.",safety
"Illegal parking blocking emergency access at opposite the hospital, Trichy.",safety
"Multiple theft incidents reported in behind the apartment, Trichy.",safety
"Multiple theft incidents reported in behind the apartment, Vellore.",safety
"Multiple theft incidents reported in behind the apartment, Visakhapatnam.",safety
"Multiple theft incidents reported in beside the park, Bengaluru.",safety
"Multiple theft incidents reported in beside the park, Coimbatore.",safety
"Multiple theft incidents reported in beside the park, Delhi.",safety
"Multiple theft incidents reported in beside the park, Guwahati.",safety
"Multiple theft incidents reported in beside the park, Kolkata.",safety
"Multiple theft incidents reported in beside the park, Mangalore.",safety
"Multiple theft incidents reported in beside the park, Mysuru.",safety
"Multiple theft incidents reported in beside the park, Surat.",safety
"Multiple theft incidents reported in beside the park, Thiruvananthapuram.",safety
"Multiple theft incidents reported in in the municipal ward, Thiruvananthapuram.",safety
Suspicious activities noticed near opposite the hospital school in Mangalore.,safety
"Multiple theft incidents reported in inside the hostel, Bhopal.",safety
"Multiple theft incidents reported in inside the hostel, Kochi.",safety
"Multiple theft incidents reported in near the temple, Pune.",safety
"Multiple theft incidents reported in near the temple, Thiruvananthapuram.",safety
"Multiple theft incidents reported in next to the metro station, Bengaluru.",safety
"Multiple theft incidents reported in next to the metro station, Coimbatore.",safety
"Multiple theft incidents reported in next to the metro station, Madurai.",safety
"Multiple theft incidents reported in next to the metro station, Surat.",safety
"Multiple theft incidents reported in next to the metro station, Thiruvananthapuram.",safety
"Multiple theft incidents reported in next to the metro station, Vellore.",safety
"Multiple theft incidents reported in near the temple, Mumbai.",safety
"Multiple theft incidents reported in on the main road, Guwahati.",safety
"Multiple theft incidents reported in on the main road, Patna.",safety
"Multiple theft incidents reported in opposite the hospital, Bhopal.",safety
"Multiple theft incidents reported in opposite the hospital, Delhi.",safety
"Multiple theft incidents reported in opposite the hospital, Indore.",safety
"Multiple theft incidents reported in opposite the hospital, Kochi.",safety
"Multiple theft incidents reported in opposite the hospital, Nagpur.",safety
"Multiple theft incidents reported in opposite the hospital, Trichy.",safety
"Multiple theft incidents reported in outside the school, Jaipur.",safety
"Multiple theft incidents reported in on the main road, Nagpur.",safety
"Multiple theft incidents reported in near the temple, Lucknow.",safety
"Multiple theft incidents reported in near the temple, Lucknow.",safety
"Multiple theft incidents reported in near the temple, Coimbatore.",safety
"Multiple theft incidents reported in inside the hostel, Kolkata.",safety
"Multiple theft incidents reported in inside the hostel, Patna.",safety
"Multiple theft incidents reported in inside the hostel, Patna.",safety
"Multiple theft incidents reported in inside the hostel, Pune.",safety
"Multiple theft incidents reported in inside the hostel, Surat.",safety
"Multiple theft incidents reported in inside the hostel, Trichy.",safety
"Multiple theft incidents reported in near the market, Bengaluru.",safety
"Multiple theft incidents reported in near the market, Mangalore.",safety
"Multiple theft incidents reported in near the market, Trichy.",safety
