,complaint,category,emotion,department
2323,"No doctor available at local PHC in near the temple, Nagpur.",illness,sadness,Health Dept.
2324,"No doctor available at local PHC in next to the metro station, Bengaluru.",illness,urgency,Health Dept.
2325,"No doctor available at local PHC in next to the metro station, Coimbatore.",illness,anger,Health Dept.
2326,"No doctor available at local PHC in next to the metro station, Guwahati.",illness,frustration,Health Dept.
2327,"No doctor available at local PHC in next to the metro station, Nagpur.",illness,concern,Health Dept.
2328,"No doctor available at local PHC in next to the metro station, Trichy.",illness,concern,Health Dept.
2329,"No doctor available at local PHC in on the main road, Bhopal.",illness,worry,Health Dept.
2330,"No doctor available at local PHC in on the main road, Chennai.",illness,worry,Health Dept.
2331,"No doctor available at local PHC in on the main road, Coimbatore.",illness,disgust,Health Dept.
2332,"No doctor available at local PHC in on the main road, Indore.",illness,disgust,Health Dept.
2333,"No doctor available at local PHC in on the main road, Mangalore.",illness,neutral,Health Dept.
2334,"No doctor available at local PHC in on the main road, Thiruvananthapuram.",illness,sadness,Health Dept.
2335,"No doctor available at local PHC in opposite the hospital, Bengaluru.",illness,disgust,Health Dept.
2336,"No doctor available at local PHC in opposite the hospital, Guwahati.",illness,sadness,Health Dept.
2337,"No doctor available at local PHC in opposite the hospital, Indore.",illness,concern,Health Dept.
2338,"No doctor available at local PHC in opposite the hospital, Indore.",illness,concern,Health Dept.
2339,"No doctor available at local PHC in opposite the hospital, Mangalore.",illness,anger,Health Dept.
2340,"No doctor available at local PHC in opposite the hospital, Patna.",illness,frustration,Health Dept.
2341,"No doctor available at local PHC in opposite the hospital, Visakhapatnam.",illness,disgust,Health Dept.
2342,"No doctor available at local PHC in outside the school, Chennai.",illness,worry,Health Dept.
2343,"No doctor available at local PHC in outside the school, Delhi.",illness,concern,Health Dept.
2344,"No doctor available at local PHC in outside the school, Guwahati.",illness,urgency,Health Dept.
2345,"No doctor available at local PHC in outside the school, Indore.",illness,urgency,Health Dept.
2346,"No doctor available at local PHC in outside the school, Lucknow.",illness,worry,Health Dept.
2347,"No doctor available at local PHC in outside the school, Madurai.",illness,worry,Health Dept.
2348,"No doctor available at local PHC in outside the school, Mumbai.",illness,neutral,Health Dept.
2349,"No doctor available at local PHC in outside the school, Mysuru.",illness,worry,Health Dept.
2350,"No doctor available at local PHC in outside the school, Surat.",illness,frustration,Health Dept.
2351,"No doctor available at local PHC in outside the school, Visakhapatnam.",illness,frustration,Health Dept.
2352,"No doctor available at the nearby PHC during emergency in at the bus stop, Vellore.",illness,frustration,Health Dept.
2353,"No doctor available at the nearby PHC during emergency in beside the park, Patna.",illness,sadness,Health Dept.
2354,"No doctor available at the nearby PHC during emergency in in our colony, Kolkata.",illness,concern,Health Dept.
2355,"No doctor available at the nearby PHC during emergency in in our colony, Madurai.",illness,sadness,Health Dept.
2356,"No doctor available at the nearby PHC during emergency in in our colony, Visakhapatnam.",illness,neutral,Health Dept.
2357,"No doctor available at the nearby PHC during emergency in in the municipal ward, Coimbatore.",illness,worry,Health Dept.
2358,"No doctor available at the nearby PHC during emergency in in the municipal ward, Kochi.",illness,sadness,Health Dept.
2359,"No doctor available at the nearby PHC during emergency in inside the hostel, Delhi.",illness,worry,Health Dept.
2360,"No doctor available at the nearby PHC during emergency in inside the hostel, Patna.",illness,urgency,Health Dept.
2361,"No doctor available at the nearby PHC during emergency in inside the hostel, Trichy.",illness,frustration,Health Dept.
2362,"No doctor available at the nearby PHC during emergency in inside the hostel, Vellore.",illness,neutral,Health Dept.
2363,"No doctor available at the nearby PHC during emergency in near the market, Mumbai.",illness,neutral,Health Dept.
2364,"No doctor available at the nearby PHC during emergency in near the market, Patna.",illness,disgust,Health Dept.
2365,"No doctor available at the nearby PHC during emergency in near the market, Pune.",illness,frustration,Health Dept.
2366,"No doctor available at the nearby PHC during emergency in near the market, Visakhapatnam.",illness,neutral,Health Dept.
2367,"No doctor available at the nearby PHC during emergency in near the temple, Lucknow.",illness,neutral,Health Dept.
2368,"No doctor available at the nearby PHC during emergency in on the main road, Madurai.",illness,worry,Health Dept.
2369,"No doctor available at the nearby PHC during emergency in on the main road, Pune.",illness,concern,Health Dept.
2370,"No doctor available at the nearby PHC during emergency in outside the school, Bhopal.",illness,concern,Health Dept.
2371,"No doctor available at the nearby PHC during emergency in outside the school, Thiruvananthapuram.",illness,sadness,Health Dept.
2372,"No drinking water supplied to the flats in at the bus stop, Guwahati.",water,sadness,Municipality
2373,"No drinking water supplied to the flats in at the bus stop, Hyderabad.",water,disgust,Municipality
2374,"No drinking water supplied to the flats in at the bus stop, Kolkata.",water,frustration,Municipality
2375,"No drinking water supplied to the flats in at the bus stop, Patna.",water,disgust,Municipality
2376,"No drinking water supplied to the flats in at the bus stop, Patna.",water,worry,Municipality
2377,"No drinking water supplied to the flats in beside the park, Bengaluru.",water,neutral,Municipality
2378,"No drinking water supplied to the flats in beside the park, Trichy.",water,sadness,Municipality
2379,"No drinking water supplied to the flats in by the lake, Jaipur.",water,worry,Municipality
2380,"No drinking water supplied to the flats in by the lake, Vellore.",water,neutral,Municipality
2381,"No drinking water supplied to the flats in in our colony, Kolkata.",water,sadness,Municipality
2382,"No drinking water supplied to the flats in in our colony, Lucknow.",water,sadness,Municipality
2383,"No drinking water supplied to the flats in in our colony, Thiruvananthapuram.",water,urgency,Municipality
2384,"No drinking water supplied to the flats in in the municipal ward, Mumbai.",water,urgency,Municipality
2385,"No drinking water supplied to the flats in inside the hostel, Mumbai.",water,sadness,Municipality
2386,"No drinking water supplied to the flats in near the market, Vellore.",water,urgency,Municipality
2387,"No drinking water supplied to the flats in near the temple, Mumbai.",water,frustration,Municipality
2388,"No drinking water supplied to the flats in near the temple, Vellore.",water,neutral,Municipality
2389,"No drinking water supplied to the flats in on the main road, Chennai.",water,sadness,Municipality
2390,"No drinking water supplied to the flats in on the main road, Kolkata.",water,concern,Municipality
2391,"No drinking water supplied to the flats in on the main road, Vellore.",water,disgust,Municipality
2392,"No drinking water supplied to the flats in outside the school, Hyderabad.",water,frustration,Municipality
2393,"No drinking water supplied to the flats in outside the school, Pune.",water,urgency,Municipality
2394,"No drinking water supplied to the flats in outside the school, Visakhapatnam.",water,neutral,Municipality
2395,No medicines are available in the government hospital pharmacy.,illness,frustration,Health Dept.
2396,"No water supply since morning in at the bus stop, Bengaluru.",water,anger,Municipality
2397,"No water supply since morning in at the bus stop, Coimbatore.",water,frustration,Municipality
2398,"No water supply since morning in at the bus stop, Indore.",water,anger,Municipality
2399,"No water supply since morning in at the bus stop, Kolkata.",water,disgust,Municipality
2400,"No water supply since morning in at the bus stop, Madurai.",water,anger,Municipality
2401,"No water supply since morning in at the bus stop, Mangalore.",water,anger,Municipality
2402,"No water supply since morning in at the bus stop, Mumbai.",water,sadness,Municipality
2403,"No water supply since morning in at the bus stop, Surat.",water,concern,Municipality
2404,"No water supply since morning in at the bus stop, Thiruvananthapuram.",water,sadness,Municipality
2405,"No water supply since morning in behind the apartment, Bhopal.",water,urgency,Municipality
2406,"No water supply since morning in behind the apartment, Guwahati.",water,worry,Municipality
2407,"No water supply since morning in behind the apartment, Kolkata.",water,sadness,Municipality
2408,"No water supply since morning in behind the apartment, Madurai.",water,worry,Municipality
2409,"No water supply since morning in behind the apartment, Mangalore.",water,sadness,Municipality
2410,"No water supply since morning in behind the apartment, Thiruvananthapuram.",water,frustration,Municipality
2411,"No water supply since morning in behind the apartment, Thiruvananthapuram.",water,sadness,Municipality
2412,"No water supply since morning in behind the apartment, Vellore.",water,neutral,Municipality
2413,"No water supply since morning in beside the park, Bengaluru.",water,disgust,Municipality
2414,"No water supply since morning in beside the park, Bhopal.",water,urgency,Municipality
2415,"No water supply since morning in beside the park, Delhi.",water,frustration,Municipality
2416,"No water supply since morning in by the lake, Coimbatore.",water,worry,Municipality
2417,"No water supply since morning in by the lake, Kochi.",water,disgust,Municipality
2418,"No water supply since morning in by the lake, Kochi.",water,frustration,Municipality
2419,"No water supply since morning in by the lake, Nagpur.",water,urgency,Municipality
2420,"No water supply since morning in in our colony, Coimbatore.",water,worry,Municipality
2421,"No water supply since morning in in our colony, Delhi.",water,disgust,Municipality
2422,"No water supply since morning in in our colony, Guwahati.",water,disgust,Municipality
2423,"No water supply since morning in in our colony, Patna.",water,neutral,Municipality
2424,"No water supply since morning in in our colony, Patna.",water,sadness,Municipality
2425,"No water supply since morning in in the municipal ward, Guwahati.",water,concern,Municipality
2426,"No water supply since morning in in the municipal ward, Madurai.",water,anger,Municipality
2427,"No water supply since morning in in the municipal ward, Patna.",water,urgency,Municipality
2428,"No water supply since morning in in the municipal ward, Thiruvananthapuram.",water,neutral,Municipality
2429,"No water supply since morning in inside the hostel, Kolkata.",water,disgust,Municipality
2430,"No water supply since morning in inside the hostel, Pune.",water,concern,Municipality
2431,"No water supply since morning in near the market, Bhopal.",water,anger,Municipality
2432,"No water supply since morning in near the market, Chennai.",water,neutral,Municipality
2433,"No water supply since morning in near the market, Jaipur.",water,anger,Municipality
2434,"No water supply since morning in near the market, Kochi.",water,sadness,Municipality
2435,"No water supply since morning in near the market, Mysuru.",water,urgency,Municipality
2436,"No water supply since morning in near the market, Pune.",water,frustration,Municipality
2437,"No water supply since morning in near the railway station, Bhopal.",water,urgency,Municipality
2438,"No water supply since morning in near the railway station, Indore.",water,anger,Municipality
2439,"No water supply since morning in near the railway station, Indore.",water,urgency,Municipality
2440,"No water supply since morning in near the railway station, Jaipur.",water,anger,Municipality
2441,"No water supply since morning in near the railway station, Mumbai.",water,urgency,Municipality
2442,"No water supply since morning in near the railway station, Nagpur.",water,sadness,Municipality
2443,"No water supply since morning in near the railway station, Trichy.",water,urgency,Municipality
2444,"No water supply since morning in near the temple, Coimbatore.",water,urgency,Municipality
2445,"No water supply since morning in near the temple, Kolkata.",water,neutral,Municipality
2446,"No water supply since morning in near the temple, Kolkata.",water,sadness,Municipality
2447,"No water supply since morning in near the temple, Pune.",water,anger,Municipality
2448,"No water supply since morning in near the temple, Vellore.",water,disgust,Municipality
2449,"No water supply since morning in next to the metro station, Bengaluru.",water,concern,Municipality
2450,"No water supply since morning in next to the metro station, Bhopal.",water,anger,Municipality
2451,"No water supply since morning in next to the metro station, Delhi.",water,neutral,Municipality
2452,"No water supply since morning in next to the metro station, Kolkata.",water,urgency,Municipality
2453,"No water supply since morning in next to the metro station, Mumbai.",water,concern,Municipality
2454,"No water supply since morning in on the main road, Coimbatore.",water,concern,Municipality
2455,"No water supply since morning in on the main road, Coimbatore.",water,frustration,Municipality
2456,"No water supply since morning in on the main road, Coimbatore.",water,neutral,Municipality
2457,"No water supply since morning in on the main road, Mangalore.",water,sadness,Municipality
2458,"No water supply since morning in on the main road, Pune.",water,concern,Municipality
2459,"No water supply since morning in opposite the hospital, Coimbatore.",water,worry,Municipality
2460,"No water supply since morning in opposite the hospital, Madurai.",water,neutral,Municipality
2461,"No water supply since morning in opposite the hospital, Nagpur.",water,concern,Municipality
2462,"No water supply since morning in opposite the hospital, Visakhapatnam.",water,frustration,Municipality
2463,"No water supply since morning in outside the school, Jaipur.",water,sadness,Municipality
2464,"No water supply since morning in outside the school, Kochi.",water,urgency,Municipality
2465,"No water supply since morning in outside the school, Mysuru.",water,disgust,Municipality
2466,"No water supply since morning in outside the school, Patna.",water,anger,Municipality
2467,"No water supply since morning in outside the school, Surat.",water,concern,Municipality
2468,"No water supply since morning in outside the school, Surat.",water,sadness,Municipality
2469,"No zebra crossing near the busy junction in at the bus stop, Bhopal; pedestrians at risk.",safety,disgust,Police
2470,"No zebra crossing near the busy junction in at the bus stop, Kochi; pedestrians at risk.",safety,frustration,Police
2471,"No zebra crossing near the busy junction in at the bus stop, Madurai; pedestrians at risk.",safety,anger,Police
2472,"No zebra crossing near the busy junction in at the bus stop, Trichy; pedestrians at risk.",safety,frustration,Police
2473,"No zebra crossing near the busy junction in in our colony, Guwahati; pedestrians at risk.",safety,anger,Police
2474,"No zebra crossing near the busy junction in in our colony, Hyderabad; pedestrians at risk.",safety,concern,Police
2475,"No zebra crossing near the busy junction in in our colony, Kochi; pedestrians at risk.",safety,anger,Police
2476,"No zebra crossing near the busy junction in in our colony, Pune; pedestrians at risk.",safety,worry,Police
2477,"No zebra crossing near the busy junction in in the municipal ward, Kolkata; pedestrians at risk.",safety,urgency,Police
2478,"No zebra crossing near the busy junction in in the municipal ward, Patna; pedestrians at risk.",safety,frustration,Police
2479,"No zebra crossing near the busy junction in inside the hostel, Bengaluru; pedestrians at risk.",safety,sadness,Police
2480,"No zebra crossing near the busy junction in inside the hostel, Guwahati; pedestrians at risk.",safety,urgency,Police
2481,"No zebra crossing near the busy junction in inside the hostel, Visakhapatnam; pedestrians at risk.",safety,frustration,Police
2482,"No zebra crossing near the busy junction in near the market, Chennai; pedestrians at risk.",safety,neutral,Police
2483,"No zebra crossing near the busy junction in near the market, Delhi; pedestrians at risk.",safety,anger,Police
2484,"No zebra crossing near the busy junction in near the market, Thiruvananthapuram; pedestrians at risk.",safety,urgency,Police
2485,"No zebra crossing near the busy junction in near the temple, Kolkata; pedestrians at risk.",safety,concern,Police
2486,"No zebra crossing near the busy junction in near the temple, Kolkata; pedestrians at risk.",safety,frustration,Police
2487,"No zebra crossing near the busy junction in on the main road, Thiruvananthapuram; pedestrians at risk.",safety,disgust,Police
2488,Open burning of trash in beside the park causes smoke and breathing problems.,waste,urgency,Sanitation Dept.
2489,Open burning of trash in by the lake causes smoke and breathing problems.,waste,neutral,Sanitation Dept.
2490,Open burning of trash in by the lake causes smoke and breathing problems.,waste,sadness,Sanitation Dept.
2491,Open burning of trash in in our colony causes smoke and breathing problems.,waste,neutral,Sanitation Dept.
2492,Open burning of trash in in the municipal ward causes smoke and breathing problems.,waste,anger,Sanitation Dept.
2493,Open burning of trash in in the municipal ward causes smoke and breathing problems.,waste,anger,Sanitation Dept.
2494,Open burning of trash in in the municipal ward causes smoke and breathing problems.,waste,concern,Sanitation Dept.
2495,Open burning of trash in inside the hostel causes smoke and breathing problems.,waste,frustration,Sanitation Dept.
2496,Open burning of trash in inside the hostel causes smoke and breathing problems.,waste,sadness,Sanitation Dept.
2497,Open burning of trash in inside the hostel causes smoke and breathing problems.,waste,urgency,Sanitation Dept.
2498,Open burning of trash in near the market causes smoke and breathing problems.,waste,urgency,Sanitation Dept.
2499,Open burning of trash in near the market causes smoke and breathing problems.,waste,worry,Sanitation Dept.
2500,Open burning of trash in near the temple causes smoke and breathing problems.,waste,worry,Sanitation Dept.
2501,Open burning of trash in on the main road causes smoke and breathing problems.,waste,anger,Sanitation Dept.
2502,Open burning of trash in on the main road causes smoke and breathing problems.,waste,anger,Sanitation Dept.
2503,Open burning of trash in on the main road causes smoke and breathing problems.,waste,concern,Sanitation Dept.
2504,Open burning of trash in on the main road causes smoke and breathing problems.,waste,frustration,Sanitation Dept.
2505,Open burning of trash in on the main road causes smoke and breathing problems.,waste,urgency,Sanitation Dept.
2506,Open burning of trash in on the main road causes smoke and breathing problems.,waste,worry,Sanitation Dept.
2507,Open burning of trash in outside the school causes smoke and breathing problems.,waste,worry,Sanitation Dept.
2508,Our apartment garbage is not being picked up regularly.,waste,frustration,Sanitation Dept.
2509,"Overflowing drain in at the bus stop, Chennai attracting insects.",waste,worry,Sanitation Dept.
2510,"Overflowing drain in at the bus stop, Coimbatore smells bad and attracts flies.",waste,anger,Sanitation Dept.
2511,"Overflowing drain in at the bus stop, Delhi smells bad and attracts flies.",waste,worry,Sanitation Dept.
2512,"Overflowing drain in at the bus stop, Guwahati smells bad and attracts flies.",waste,anger,Sanitation Dept.
2513,"Overflowing drain in at the bus stop, Hyderabad attracting insects.",waste,worry,Sanitation Dept.
2514,"Overflowing drain in at the bus stop, Hyderabad smells bad and attracts flies.",waste,sadness,Sanitation Dept.
2515,"Overflowing drain in at the bus stop, Patna attracting insects.",waste,concern,Sanitation Dept.
2516,"Overflowing drain in at the bus stop, Vellore attracting insects.",waste,disgust,Sanitation Dept.
2517,"Overflowing drain in at the bus stop, Visakhapatnam attracting insects.",waste,anger,Sanitation Dept.
2518,"Overflowing drain in behind the apartment, Bengaluru attracting insects.",waste,urgency,Sanitation Dept.
2519,"Overflowing drain in behind the apartment, Bhopal attracting insects.",waste,frustration,Sanitation Dept.
2520,"Overflowing drain in behind the apartment, Guwahati attracting insects.",waste,sadness,Sanitation Dept.
2521,"Overflowing drain in behind the apartment, Hyderabad attracting insects.",waste,worry,Sanitation Dept.
2522,"Overflowing drain in behind the apartment, Indore attracting insects.",waste,worry,Sanitation Dept.
2523,"Overflowing drain in behind the apartment, Kolkata attracting insects.",waste,worry,Sanitation Dept.
2524,"Overflowing drain in behind the apartment, Lucknow attracting insects.",waste,neutral,Sanitation Dept.
2525,"Overflowing drain in behind the apartment, Mumbai attracting insects.",waste,worry,Sanitation Dept.
2526,"Overflowing drain in beside the park, Coimbatore attracting insects.",waste,urgency,Sanitation Dept.
2527,"Overflowing drain in beside the park, Indore attracting insects.",waste,anger,Sanitation Dept.
2528,"Overflowing drain in beside the park, Lucknow attracting insects.",waste,disgust,Sanitation Dept.
2529,"Overflowing drain in beside the park, Lucknow smells bad and attracts flies.",waste,disgust,Sanitation Dept.
2530,"Overflowing drain in beside the park, Mumbai attracting insects.",waste,worry,Sanitation Dept.
2531,"Overflowing drain in beside the park, Thiruvananthapuram smells bad and attracts flies.",waste,neutral,Sanitation Dept.
2532,"Overflowing drain in by the lake, Chennai smells bad and attracts flies.",waste,anger,Sanitation Dept.
2533,"Overflowing drain in by the lake, Delhi attracting insects.",waste,concern,Sanitation Dept.
2534,"Overflowing drain in by the lake, Guwahati smells bad and attracts flies.",waste,neutral,Sanitation Dept.
2535,"Overflowing drain in by the lake, Kolkata attracting insects.",waste,concern,Sanitation Dept.
2536,"Overflowing drain in by the lake, Kolkata smells bad and attracts flies.",waste,disgust,Sanitation Dept.
2537,"Overflowing drain in by the lake, Lucknow attracting insects.",waste,disgust,Sanitation Dept.
2538,"Overflowing drain in by the lake, Lucknow attracting insects.",waste,urgency,Sanitation Dept.
2539,"Overflowing drain in by the lake, Lucknow attracting insects.",waste,urgency,Sanitation Dept.
2540,"Overflowing drain in by the lake, Madurai attracting insects.",waste,anger,Sanitation Dept.
2541,"Overflowing drain in by the lake, Mangalore attracting insects.",waste,disgust,Sanitation Dept.
2542,"Overflowing drain in by the lake, Mangalore attracting insects.",waste,worry,Sanitation Dept.
2543,"Overflowing drain in by the lake, Mumbai attracting insects.",waste,concern,Sanitation Dept.
2544,"Overflowing drain in by the lake, Mumbai attracting insects.",waste,neutral,Sanitation Dept.
2545,"Overflowing drain in by the lake, Mumbai attracting insects.",waste,sadness,Sanitation Dept.
2546,"Overflowing drain in by the lake, Pune attracting insects.",waste,worry,Sanitation Dept.
2547,"Overflowing drain in by the lake, Surat attracting insects.",waste,worry,Sanitation Dept.
2548,"Overflowing drain in by the lake, Thiruvananthapuram attracting insects.",waste,concern,Sanitation Dept.
2549,"Overflowing drain in in our colony, Bengaluru attracting insects.",waste,sadness,Sanitation Dept.
2550,"Overflowing drain in in our colony, Bengaluru smells bad and attracts flies.",waste,concern,Sanitation Dept.
2551,"Overflowing drain in in our colony, Coimbatore attracting insects.",waste,urgency,Sanitation Dept.
2552,"Overflowing drain in in our colony, Indore attracting insects.",waste,sadness,Sanitation Dept.
2553,"Overflowing drain in in our colony, Lucknow attracting insects.",waste,frustration,Sanitation Dept.
2554,"Overflowing drain in in our colony, Madurai attracting insects.",waste,sadness,Sanitation Dept.
2555,"Overflowing drain in in our colony, Mumbai smells bad and attracts flies.",waste,urgency,Sanitation Dept.
2556,"Overflowing drain in in our colony, Mumbai smells bad and attracts flies.",waste,urgency,Sanitation Dept.
2557,"Overflowing drain in in our colony, Mysuru attracting insects.",waste,disgust,Sanitation Dept.
2558,"Overflowing drain in in our colony, Surat attracting insects.",waste,neutral,Sanitation Dept.
2559,"Overflowing drain in in the municipal ward, Jaipur attracting insects.",waste,neutral,Sanitation Dept.
2560,"Overflowing drain in in the municipal ward, Mumbai attracting insects.",waste,neutral,Sanitation Dept.
2561,"Overflowing drain in in the municipal ward, Thiruvananthapuram attracting insects.",waste,frustration,Sanitation Dept.
2562,"Overflowing drain in in the municipal ward, Thiruvananthapuram attracting insects.",waste,sadness,Sanitation Dept.
2563,"Overflowing drain in inside the hostel, Delhi smells bad and attracts flies.",waste,worry,Sanitation Dept.
2564,"Overflowing drain in inside the hostel, Hyderabad smells bad and attracts flies.",waste,worry,Sanitation Dept.
2565,"Overflowing drain in inside the hostel, Kolkata smells bad and attracts flies.",waste,sadness,Sanitation Dept.
2566,"Overflowing drain in inside the hostel, Patna smells bad and attracts flies.",waste,concern,Sanitation Dept.
2567,"Overflowing drain in inside the hostel, Surat attracting insects.",waste,sadness,Sanitation Dept.
2568,"Overflowing drain in inside the hostel, Surat attracting insects.",waste,sadness,Sanitation Dept.
2569,"Overflowing drain in near the market, Bengaluru attracting insects.",waste,disgust,Sanitation Dept.
2570,"Overflowing drain in near the market, Bengaluru smells bad and attracts flies.",waste,concern,Sanitation Dept.
2571,"Overflowing drain in near the market, Chennai smells bad and attracts flies.",waste,disgust,Sanitation Dept.
2572,"Overflowing drain in near the market, Indore attracting insects.",waste,neutral,Sanitation Dept.
2573,"Overflowing drain in near the market, Kochi smells bad and attracts flies.",waste,neutral,Sanitation Dept.
2574,"Overflowing drain in near the market, Kolkata attracting insects.",waste,concern,Sanitation Dept.
2575,"Overflowing drain in near the market, Madurai attracting insects.",waste,neutral,Sanitation Dept.
2576,"Overflowing drain in near the market, Mangalore attracting insects.",waste,sadness,Sanitation Dept.
2577,"Overflowing drain in near the market, Mysuru attracting insects.",waste,neutral,Sanitation Dept.
2578,"Overflowing drain in near the market, Thiruvananthapuram attracting insects.",waste,sadness,Sanitation Dept.
2579,"Overflowing drain in near the market, Visakhapatnam smells bad and attracts flies.",waste,anger,Sanitation Dept.
2580,"Overflowing drain in near the railway station, Chennai attracting insects.",waste,worry,Sanitation Dept.
2581,"Overflowing drain in near the railway station, Kolkata attracting insects.",waste,concern,Sanitation Dept.
2582,"Overflowing drain in near the railway station, Nagpur attracting insects.",waste,sadness,Sanitation Dept.
2583,"Overflowing drain in near the temple, Bhopal smells bad and attracts flies.",waste,concern,Sanitation Dept.
2584,"Overflowing drain in near the temple, Chennai smells bad and attracts flies.",waste,frustration,Sanitation Dept.
2585,"Overflowing drain in near the temple, Guwahati attracting insects.",waste,anger,Sanitation Dept.
2586,"Overflowing drain in near the temple, Hyderabad attracting insects.",waste,concern,Sanitation Dept.
2587,"Overflowing drain in near the temple, Jaipur attracting insects.",waste,frustration,Sanitation Dept.
2588,"Overflowing drain in near the temple, Jaipur attracting insects.",waste,neutral,Sanitation Dept.
2589,"Overflowing drain in near the temple, Patna attracting insects.",waste,concern,Sanitation Dept.
2590,"Overflowing drain in near the temple, Thiruvananthapuram attracting insects.",waste,neutral,Sanitation Dept.
2591,"Overflowing drain in next to the metro station, Chennai attracting insects.",waste,concern,Sanitation Dept.
2592,"Overflowing drain in next to the metro station, Mumbai attracting insects.",waste,disgust,Sanitation Dept.
2593,"Overflowing drain in next to the metro station, Mysuru attracting insects.",waste,worry,Sanitation Dept.
2594,"Overflowing drain in next to the metro station, Patna attracting insects.",waste,frustration,Sanitation Dept.
2595,"Overflowing drain in next to the metro station, Pune attracting insects.",waste,urgency,Sanitation Dept.
2596,"Overflowing drain in next to the metro station, Thiruvananthapuram attracting insects.",waste,neutral,Sanitation Dept.
2597,"Overflowing drain in on the main road, Delhi attracting insects.",waste,neutral,Sanitation Dept.
2598,"Overflowing drain in on the main road, Hyderabad attracting insects.",waste,neutral,Sanitation Dept.
2599,"Overflowing drain in on the main road, Indore attracting insects.",waste,worry,Sanitation Dept.
2600,"Overflowing drain in on the main road, Kolkata attracting insects.",waste,frustration,Sanitation Dept.
2601,"Overflowing drain in on the main road, Mumbai smells bad and attracts flies.",waste,sadness,Sanitation Dept.
2602,"Overflowing drain in opposite the hospital, Delhi attracting insects.",waste,disgust,Sanitation Dept.
2603,"Overflowing drain in opposite the hospital, Mysuru attracting insects.",waste,disgust,Sanitation Dept.
2604,"Overflowing drain in opposite the hospital, Nagpur attracting insects.",waste,urgency,Sanitation Dept.
2605,"Overflowing drain in opposite the hospital, Patna attracting insects.",waste,neutral,Sanitation Dept.
2606,"Overflowing drain in outside the school, Bengaluru attracting insects.",waste,sadness,Sanitation Dept.
2607,"Overflowing drain in outside the school, Bengaluru smells bad and attracts flies.",waste,concern,Sanitation Dept.
2608,"Overflowing drain in outside the school, Coimbatore smells bad and attracts flies.",waste,anger,Sanitation Dept.
2609,"Overflowing drain in outside the school, Delhi attracting insects.",waste,sadness,Sanitation Dept.
2610,"Overflowing drain in outside the school, Indore attracting insects.",waste,concern,Sanitation Dept.
2611,"Overflowing drain in outside the school, Kolkata attracting insects.",waste,sadness,Sanitation Dept.
2612,Overflowing dustbins are attracting flies and bad smell.,waste,disgust,Sanitation Dept.
2613,Overhead tank in at the bus stop hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2614,Overhead tank in at the bus stop hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2615,Overhead tank in at the bus stop hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2616,Overhead tank in at the bus stop hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2617,Overhead tank in at the bus stop hasn't been cleaned; water tastes strange.,water,worry,Municipality
2618,Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water,anger,Municipality
2619,Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water,anger,Municipality
2620,Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water,concern,Municipality
2621,Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water,concern,Municipality
2622,Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2623,Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water,urgency,Municipality
2624,Overhead tank in behind the apartment hasn't been cleaned; water tastes strange.,water,worry,Municipality
2625,Overhead tank in beside the park hasn't been cleaned; water tastes strange.,water,anger,Municipality
2626,Overhead tank in beside the park hasn't been cleaned; water tastes strange.,water,concern,Municipality
2627,Overhead tank in beside the park hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2628,Overhead tank in beside the park hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2629,Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water,anger,Municipality
2630,Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2631,Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2632,Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2633,Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2634,Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2635,Overhead tank in by the lake hasn't been cleaned; water tastes strange.,water,worry,Municipality
2636,Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water,concern,Municipality
2637,Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water,concern,Municipality
2638,Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2639,Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2640,Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2641,Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water,urgency,Municipality
2642,Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water,urgency,Municipality
2643,Overhead tank in in our colony hasn't been cleaned; water tastes strange.,water,worry,Municipality
2644,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,anger,Municipality
